"page_url","event_category","event_subcategory","event_action","event_content","site_section","page_language","page_type","page_customer_group","product_category","page_name","page_category","page_subcategory","funnel_name","funnel_step","funnel_step_name","application_event","application_decision","form_field_1","error_type"
"/dual-account-opening/employment-details","content","","dropdown","ocupation: self_employer","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:employment details","dual account opening","","dual account opening","","","","","",""
"/dual-account-opening/employment-details","content","","dropdown","ocupation: policeman","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:employment details","dual account opening","","dual account opening","","","","","",""
"/dual-account-opening/employment-details","content","","dropdown","ocupation: student","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:employment details","dual account opening","","dual account opening","","","","","",""
"/dual-account-opening/employment-details","content","","dropdown","country of tax residency: cn","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:employment details","dual account opening","","dual account opening","","","","","",""
"/dual-account-opening/employment-details","content","","dropdown","country of tax residency: foreign country","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:employment details","dual account opening","","dual account opening","","","","","",""
"/dual-account-opening/employment-details","content","","dropdown","country of tax residency: cn and other regions","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:employment details","dual account opening","","dual account opening","","","","","",""
"/dual-account-opening/employment-details","content","","dropdown","country of tax residency: cn","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:employment details","dual account opening","","dual account opening","","","","","",""
"/dual-account-opening/cn-account-usage","","","","","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:cn account usage","dual account opening","cn account usage","dual account opening","7","Step - 7 cn account usage","","","",""
"/dual-account-opening/cn-account-usage","content","","checkbox","remuneration purpose","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:cn account usage","dual account opening","cn account usage","dual account opening","","Step - 7 cn account usage","","","",""
"/dual-account-opening/cn-account-usage","content","","checkbox","family account purpose","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:cn account usage","dual account opening","cn account usage","dual account opening","","Step - 7 cn account usage","","","",""
"/dual-account-opening/cn-account-usage","content","","checkbox","cards and loans purpose","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:cn account usage","dual account opening","cn account usage","dual account opening","","Step - 7 cn account usage","","","",""
"/dual-account-opening/cn-account-usage","content","","checkbox","other purpose","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:cn account usage","dual account opening","cn account usage","dual account opening","","Step - 7 cn account usage","","","",""
"/dual-account-opening/cn-account-usage","content","","checkbox","investment purpose","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:cn account usage","dual account opening","cn account usage","dual account opening","","Step - 7 cn account usage","","","",""
"/dual-account-opening/cn-account-usage","content","","checkbox","deposit purpose","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:cn account usage","dual account opening","cn account usage","dual account opening","","Step - 7 cn account usage","","","",""
"/dual-account-opening/cn-account-usage","content","","radio","deposit contributers: yes","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:cn account usage","dual account opening","","dual account opening","","","","","",""
"/dual-account-opening/cn-account-usage","content","","radio","deposit contributers: no","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:cn account usage","dual account opening","","dual account opening","","","","","",""
"/dual-account-opening/cn-account-usage","content","","radio","deposit contributers: yes","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:cn account usage","dual account opening","","dual account opening","","","","","",""
"/dual-account-opening/cn-account-usage","content","","textbox","contribution amount","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:cn account usage","dual account opening","","dual account opening","","","","","monthly contribution: 1",""
"/dual-account-opening/cn-account-usage","content","","textbox","contribution amount","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:cn account usage","dual account opening","","dual account opening","","","","","monthly contribution: 10",""
"/dual-account-opening/cn-account-usage","content","","textbox","contribution amount","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:cn account usage","dual account opening","","dual account opening","","","","","monthly contribution: 100",""
"/dual-account-opening/terms-and-conditions","","","","","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:terms and conditions","dual account opening","terms and conditions","dual account opening","8","Step 8 - terms and conditions","","","",""
"/dual-account-opening/terms-and-conditions","content","","radio","mailing address: undefined","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:terms and conditions","dual account opening","terms and conditions","dual account opening","","Step 8 - terms and conditions","","","",""
"/dual-account-opening/terms-and-conditions","content","","dropdown","branch: GZH","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:terms and conditions","dual account opening","terms and conditions","dual account opening","","Step 8 - terms and conditions","","","",""
"/dual-account-opening/terms-and-conditions","content","","dropdown","branch: GCH","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:terms and conditions","dual account opening","terms and conditions","dual account opening","","Step 8 - terms and conditions","","","",""
"/dual-account-opening/terms-and-conditions","content","","dropdown","branch: GDS","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:terms and conditions","dual account opening","terms and conditions","dual account opening","","Step 8 - terms and conditions","","","",""
"/dual-account-opening/terms-and-conditions","content","","dropdown","branch: GZH","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:terms and conditions","dual account opening","terms and conditions","dual account opening","","Step 8 - terms and conditions","","","",""
"/dual-account-opening/terms-and-conditions","content","","radio","mailing address: home","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:terms and conditions","dual account opening","terms and conditions","dual account opening","","Step 8 - terms and conditions","","","",""
"/dual-account-opening/hk-account-eligibility","","","","","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:hk account eligibility","dual account opening","hk account eligibility","dual account opening","9","Step 9 - hk account eligibility checking","","","",""
"/dual-account-opening/lead-in","","","","","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:overview","dual account opening","overview","dual account opening","","welcome","","","",""
"/dual-account-opening/lead-in","content","","radio","international service: Yes","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:overview","dual account opening","overview","dual account opening","","welcome","","","",""
"/dual-account-opening/lead-in","content","","checkbox","international service: Yes","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:overview","dual account opening","overview","dual account opening","","welcome","","","",""
"/dual-account-opening/lead-in","content","","dropdown","oversea destination: HK","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:overview","dual account opening","overview","dual account opening","","welcome","","","",""
"/dual-account-opening/lead-in","content","","radio","apply cn account and oversea account","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:overview","dual account opening","overview","dual account opening","","welcome","","","",""
"/dual-account-opening/step-overview","","","","","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:step overview","dual account opening","step overview","dual account opening","1","Step 1 - step overview","started","","",""
"/dual-account-opening/step-overview","content","","checkbox","agree: authorize third party","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:step overview","dual account opening","step overview","dual account opening","","Step 1 - step overview","","","",""
"/dual-account-opening/step-overview","content","","checkbox","agree: personal data collection","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:step overview","dual account opening","step overview","dual account opening","","Step 1 - step overview","","","",""
"/dual-account-opening/otp-registration","","","","","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:otp registration","dual account opening","otp registration","dual account opening","2","Step 2 - otp registration","","","",""
"/dual-account-opening/otp-registration","content","","button","send","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:otp registration","dual account opening","otp registration","dual account opening","","Step 2 - otp registration","","","",""
"/dual-account-opening/otp-registration","","","","","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:otp registration","dual account opening","otp registration","dual account opening","","Step 2 - otp registration","","","",""
"/dual-account-opening/personal-details","","","","","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:personal details","dual account opening","personal details","dual account opening","4","Step - 4personal details","","","",""
"/dual-account-opening/contact-details","","","","","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:contact details","dual account opening","contact details","dual account opening","5","Step 5 - contact details","","","",""
"/dual-account-opening/employment-details","","","","","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:employment details","dual account opening","employment details","dual account opening","6","Step - 6 employment details","","","",""
"/dual-account-opening/employment-details","content","","dropdown","ocupation: student","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:employment details","dual account opening","","dual account opening","","","","","",""
"/dual-account-opening/employment-details","content","","dropdown","country of tax residency: cn","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:employment details","dual account opening","","dual account opening","","","","","",""
"/dual-account-opening/cn-account-usage","","","","","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:cn account usage","dual account opening","cn account usage","dual account opening","7","Step - 7 cn account usage","","","",""
"/dual-account-opening/cn-account-usage","content","","radio","deposit contributers: no","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:cn account usage","dual account opening","","dual account opening","","","","","",""
"/dual-account-opening/terms-and-conditions","","","","","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:terms and conditions","dual account opening","terms and conditions","dual account opening","8","Step 8 - terms and conditions","","","",""
"/dual-account-opening/terms-and-conditions","content","","radio","mailing address: home","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:terms and conditions","dual account opening","terms and conditions","dual account opening","","Step 8 - terms and conditions","","","",""
"/dual-account-opening/terms-and-conditions","content","","radio","deposit contributers: no","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:terms and conditions","dual account opening","","dual account opening","","","","","",""
"/dual-account-opening/terms-and-conditions","content","","radio","deposit contributers: yes","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:terms and conditions","dual account opening","","dual account opening","","","","","",""
"/dual-account-opening/terms-and-conditions","content","","radio","deposit contributers: no","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:terms and conditions","dual account opening","","dual account opening","","","","","",""
"/dual-account-opening/terms-and-conditions","content","","radio","deposit contributers: yes","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:terms and conditions","dual account opening","","dual account opening","","","","","",""
"/dual-account-opening/terms-and-conditions","content","","textbox","contribution amount","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:terms and conditions","dual account opening","","dual account opening","","","","","monthly contribution: 1",""
"/dual-account-opening/terms-and-conditions","content","","textbox","contribution amount","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:terms and conditions","dual account opening","","dual account opening","","","","","monthly contribution: 19",""
"/dual-account-opening/terms-and-conditions","content","","textbox","contribution amount","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:terms and conditions","dual account opening","","dual account opening","","","","","monthly contribution: 199",""
"/dual-account-opening/terms-and-conditions","","","","","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:terms and conditions","dual account opening","terms and conditions","dual account opening","8","Step 8 - terms and conditions","","","",""
"/dual-account-opening/terms-and-conditions","content","","radio","mailing address: home","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:terms and conditions","dual account opening","terms and conditions","dual account opening","","Step 8 - terms and conditions","","","",""
"/dual-account-opening/hk-account-eligibility","","","","","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:hk account eligibility","dual account opening","hk account eligibility","dual account opening","9","Step 9 - hk account eligibility checking","","","",""
"/dual-account-opening/hk-account-eligibility","content","","radio","valid entry-exit permit more than 3 months: no","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:hk account eligibility","dual account opening","","dual account opening","","","","","",""
"/dual-account-opening/hk-account-eligibility","content","","radio","valid visa label more than 3 months: no","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:hk account eligibility","dual account opening","","dual account opening","","","","","",""
"/dual-account-opening/hk-account-eligibility","content","","radio","valid entry-exit permit more than 3 months: yes","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:hk account eligibility","dual account opening","","dual account opening","","","","","",""
"/dual-account-opening/hk-account-eligibility","content","","radio","valid visa label more than 3 months: yes","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:hk account eligibility","dual account opening","","dual account opening","","","","","",""
"/dual-account-opening/hk-account-eligibility","content","","checkbox","agree t&c Yes","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:hk account eligibility","dual account opening","","dual account opening","","","","","",""
"/dual-account-opening/hk-account-usage","","","","","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:hk account usage","dual account opening","hk account usage","dual account opening","10","Step 10 - hk account usage","","","",""
"/dual-account-opening/hk-account-usage","content","","checkbox","remuneration purpose","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:hk account usage","dual account opening","hk account usage","dual account opening","","Step 10 - hk account usage","","","",""
"/dual-account-opening/hk-account-usage","content","","checkbox","family account purpose","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:hk account usage","dual account opening","hk account usage","dual account opening","","Step 10 - hk account usage","","","",""
"/dual-account-opening/hk-account-usage","content","","checkbox","deposit purpose","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:hk account usage","dual account opening","hk account usage","dual account opening","","Step 10 - hk account usage","","","",""
"/dual-account-opening/hk-account-usage","content","","checkbox","other purpose","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:hk account usage","dual account opening","hk account usage","dual account opening","","Step 10 - hk account usage","","","",""
"/dual-account-opening/hk-account-usage","content","","textbox","contribution amount","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:hk account usage","dual account opening","hk account usage","dual account opening","","Step 10 - hk account usage","","","monthly contribution: 2",""
"/dual-account-opening/hk-account-usage","content","","textbox","contribution amount","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:hk account usage","dual account opening","hk account usage","dual account opening","","Step 10 - hk account usage","","","monthly contribution: 22",""
"/dual-account-opening/hk-account-usage","content","","textbox","contribution amount","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:hk account usage","dual account opening","hk account usage","dual account opening","","Step 10 - hk account usage","","","monthly contribution: 222",""
"/dual-account-opening/hk-account-usage/atm-pin","","","","","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:hk account usage:atm pin","dual account opening","hk account usage","dual account opening","11","Step 11 - card delivery preferences","","","",""
"/dual-account-opening/hk-account-usage/atm-pin","content","","checkbox","email","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:hk account usage:atm pin","dual account opening","hk account usage","dual account opening","11","Step 11 - card delivery preferences","","","",""
"/dual-account-opening/hk-account-usage/atm-pin","content","","checkbox","mail","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:hk account usage:atm pin","dual account opening","hk account usage","dual account opening","11","Step 11 - card delivery preferences","","","",""
"/dual-account-opening/hk-account-usage/atm-pin","content","","checkbox","phone","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:hk account usage:atm pin","dual account opening","hk account usage","dual account opening","11","Step 11 - card delivery preferences","","","",""
"/dual-account-opening/hk-account-usage/atm-pin","content","","checkbox","sms","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:hk account usage:atm pin","dual account opening","hk account usage","dual account opening","11","Step 11 - card delivery preferences","","","",""
"/dual-account-opening/confirmation","","","","","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:confirmation","dual account opening","confirmation","dual account opening","12.2","dual account opening confirmation","completed","accepted","",""
"/dual-account-opening/lead-in","","","","","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:overview","dual account opening","overview","dual account opening","","welcome","","","",""
"/dual-account-opening/lead-in","content","","radio","international service: Yes","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:overview","dual account opening","overview","dual account opening","","welcome","","","",""
"/dual-account-opening/lead-in","content","","checkbox","international service: Yes","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:overview","dual account opening","overview","dual account opening","","welcome","","","",""
"/dual-account-opening/lead-in","content","","dropdown","oversea destination: HK","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:overview","dual account opening","overview","dual account opening","","welcome","","","",""
"/dual-account-opening/lead-in","content","","radio","apply cn account and oversea account","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:overview","dual account opening","overview","dual account opening","","welcome","","","",""
"/dual-account-opening/step-overview","","","","","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:step overview","dual account opening","step overview","dual account opening","1","Step 1 - step overview","started","","",""
"/dual-account-opening/step-overview","content","","checkbox","agree: authorize third party","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:step overview","dual account opening","step overview","dual account opening","","Step 1 - step overview","","","",""
"/dual-account-opening/step-overview","content","","checkbox","agree: personal data collection","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:step overview","dual account opening","step overview","dual account opening","","Step 1 - step overview","","","",""
"/dual-account-opening/otp-registration","","","","","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:otp registration","dual account opening","otp registration","dual account opening","2","Step 2 - otp registration","","","",""
"/dual-account-opening/otp-registration","content","","button","send","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:otp registration","dual account opening","otp registration","dual account opening","","Step 2 - otp registration","","","",""
"/dual-account-opening/otp-registration","","","","","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:otp registration","dual account opening","otp registration","dual account opening","","Step 2 - otp registration","","","",""
"/dual-account-opening/scan-id","","","","","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:scan id","dual account opening","scan id","dual account opening","3","Step 3 - scan id","","","",""
"/dual-account-opening/scan-id","content","","popup","instructions","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:scan id","dual account opening","scan id","dual account opening","","Step 3 - scan id","","","",""
"/dual-account-opening/personal-details","","","","","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:personal details","dual account opening","personal details","dual account opening","4","Step - 4personal details","","","",""
"/dual-account-opening/contact-details","","","","","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:contact details","dual account opening","contact details","dual account opening","5","Step 5 - contact details","","","",""
"/dual-account-opening/lead-in","","","","","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:overview","dual account opening","overview","dual account opening","","welcome","","","",""
"/dual-account-opening/lead-in","content","","radio","international service: Yes","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:overview","dual account opening","overview","dual account opening","","welcome","","","",""
"/dual-account-opening/lead-in","content","","checkbox","international service: Yes","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:overview","dual account opening","overview","dual account opening","","welcome","","","",""
"/dual-account-opening/lead-in","content","","dropdown","oversea destination: AR","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:overview","dual account opening","overview","dual account opening","","welcome","","","",""
"/dual-account-opening/lead-in","content","","dropdown","oversea destination: HK","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:overview","dual account opening","overview","dual account opening","","welcome","","","",""
"/dual-account-opening/lead-in","content","","radio","apply cn account and oversea account","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:overview","dual account opening","overview","dual account opening","","welcome","","","",""
"/dual-account-opening/step-overview","","","","","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:step overview","dual account opening","step overview","dual account opening","1","Step 1 - step overview","started","","",""
"/dual-account-opening/step-overview","content","","checkbox","agree: authorize third party","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:step overview","dual account opening","step overview","dual account opening","","Step 1 - step overview","","","",""
"/dual-account-opening/step-overview","content","","checkbox","agree: personal data collection","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:step overview","dual account opening","step overview","dual account opening","","Step 1 - step overview","","","",""
"/dual-account-opening/otp-registration","","","","","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:otp registration","dual account opening","otp registration","dual account opening","2","Step 2 - otp registration","","","",""
"/dual-account-opening/otp-registration","content","","button","send","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:otp registration","dual account opening","otp registration","dual account opening","","Step 2 - otp registration","","","",""
"/dual-account-opening/otp-registration","","","","","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:otp registration","dual account opening","otp registration","dual account opening","","Step 2 - otp registration","","","",""
"/dual-account-opening/personal-details","","","","","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:personal details","dual account opening","personal details","dual account opening","4","Step - 4personal details","","","",""
"/dual-account-opening/contact-details","","","","","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:contact details","dual account opening","contact details","dual account opening","5","Step 5 - contact details","","","",""
"/dual-account-opening/employment-details","","","","","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:employment details","dual account opening","employment details","dual account opening","6","Step - 6 employment details","","","",""
"/dual-account-opening/employment-details","content","","dropdown","ocupation: student","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:employment details","dual account opening","","dual account opening","","","","","",""
"/dual-account-opening/employment-details","content","","dropdown","country of tax residency: cn","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:employment details","dual account opening","","dual account opening","","","","","",""
"/dual-account-opening/cn-account-usage","","","","","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:cn account usage","dual account opening","cn account usage","dual account opening","7","Step - 7 cn account usage","","","",""
"/dual-account-opening/cn-account-usage","content","","radio","deposit contributers: no","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:cn account usage","dual account opening","","dual account opening","","","","","",""
"/dual-account-opening/terms-and-conditions","","","","","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:terms and conditions","dual account opening","terms and conditions","dual account opening","8","Step 8 - terms and conditions","","","",""
"/dual-account-opening/terms-and-conditions","content","","radio","mailing address: home","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:terms and conditions","dual account opening","terms and conditions","dual account opening","","Step 8 - terms and conditions","","","",""
"/dual-account-opening/hk-account-eligibility","","","","","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:hk account eligibility","dual account opening","hk account eligibility","dual account opening","9","Step 9 - hk account eligibility checking","","","",""
"/dual-account-opening/hk-account-eligibility","content","","radio","valid entry-exit permit more than 3 months: no","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:hk account eligibility","dual account opening","","dual account opening","","","","","",""
"/dual-account-opening/hk-account-eligibility","content","","radio","valid visa label more than 3 months: no","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:hk account eligibility","dual account opening","","dual account opening","","","","","",""
"/dual-account-opening/hk-account-eligibility","content","","checkbox","agree t&c and contact Yes","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:hk account eligibility","dual account opening","","dual account opening","","","","","",""
"/dual-account-opening/hk-account-eligibility","content","","checkbox","agree t&c and contact No","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:hk account eligibility","dual account opening","","dual account opening","","","","","",""
"/dual-account-opening/hk-account-eligibility","content","","button","continue the application","wechat","zh_cn","application","general","debit cards","wechat:dual account opening:step overview","dual account opening","step overview","dual account opening","","step overview","","","",""
"/cn-account-opening/confirmation","","","","","wechat","zh_cn","application","general","debit cards","wechat:cn account opening:confirmation","cn account opening","confirmation","dual account opening","12.1","cn account opening confirmation","completed","decline","",""
