"page_url","event_category","event_subcategory","event_action","event_content","site_section","page_language","page_type","page_customer_group","customer_group","page_business_line","page_security_level","product_category","product_subcategory","product_id","page_name","page_category","page_subcategory","funnel_name","funnel_step","funnel_step_name","application_event","application_decision","internal_reference_id","first_product","product_offered","application_id","downsell_event","upsell_event","form_field_1","form_field_2","form_field_3","form_field_4","form_field_5","account_type","start_amount","amount","currency_code","term","interest_rate","transaction_id","transaction_event","transaction_name","transaction_charge_type","transaction_currency_pair","transaction_purpose","payment_type","tool_name","tool_type","tool_event","site_country","site_region","customer_id","search_scope","search_term","search_results","search_category","search_action","search_result_position","search_name","error_type"
"/dual-account-opening/cn-account-usage","content","","textbox","contribution amount","wechat","zh_cn","application","general","","","","debit cards","","","wechat:dual account opening:cn account usage","dual account opening","cn account usage","dual account opening","","Step 5 - cn account usage","","","","","","","","","monthly contribution: 10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"/dual-account-opening/cn-account-usage","content","","textbox","contribution amount","wechat","zh_cn","application","general","","","","debit cards","","","wechat:dual account opening:cn account usage","dual account opening","cn account usage","dual account opening","","Step 5 - cn account usage","","","","","","","","","monthly contribution: 100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"/dual-account-opening/cn-account-usage","content","","textbox","contribution amount","wechat","zh_cn","application","general","","","","debit cards","","","wechat:dual account opening:cn account usage","dual account opening","cn account usage","dual account opening","","Step 5 - cn account usage","","","","","","","","","monthly contribution: 1000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"/dual-account-opening/cn-account-usage","content","","textbox","contribution amount","wechat","zh_cn","application","general","","","","debit cards","","","wechat:dual account opening:cn account usage","dual account opening","cn account usage","dual account opening","","Step 5 - cn account usage","","","","","","","","","monthly contribution: 10000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"/dual-account-opening/terms-and-conditions","","","","","wechat","zh_cn","application","general","","","","debit cards","","","wechat:dual account opening:terms and conditions","dual account opening","terms and conditions","dual account opening","6","Step 6 - terms and conditions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"/dual-account-opening/terms-and-conditions","content","","dropdown","branch: BGH","wechat","zh_cn","application","general","","","","debit cards","","","wechat:dual account opening:terms and conditions","dual account opening","terms and conditions","dual account opening","","Step 6 - terms and conditions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"/dual-account-opening/terms-and-conditions","content","","dropdown","branch: BJD","wechat","zh_cn","application","general","","","","debit cards","","","wechat:dual account opening:terms and conditions","dual account opening","terms and conditions","dual account opening","","Step 6 - terms and conditions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"/dual-account-opening/terms-and-conditions","content","","radio","mailing address: others","wechat","zh_cn","application","general","","","","debit cards","","","wechat:dual account opening:terms and conditions","dual account opening","terms and conditions","dual account opening","","Step 6 - terms and conditions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"/dual-account-opening/terms-and-conditions","content","","radio","mailing address: office","wechat","zh_cn","application","general","","","","debit cards","","","wechat:dual account opening:terms and conditions","dual account opening","terms and conditions","dual account opening","","Step 6 - terms and conditions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"/dual-account-opening/terms-and-conditions","content","","radio","mailing address: home","wechat","zh_cn","application","general","","","","debit cards","","","wechat:dual account opening:terms and conditions","dual account opening","terms and conditions","dual account opening","","Step 6 - terms and conditions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"/dual-account-opening/hk-account-eligibility","","","","","wechat","zh_cn","application","general","","","","debit cards","","","wechat:dual account opening:hk account eligibility","dual account opening","hk account eligibility","dual account opening","7","Step 7 - hk account eligibility checking","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"/dual-account-opening/hk-account-eligibility","content","","radio","valid entry-exit permit more than 3 months: no","wechat","zh_cn","application","general","","","","debit cards","","","wechat:dual account opening:hk account eligibility","dual account opening","hk account eligibility","dual account opening","","Step 7 - hk account eligibility checking","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"/dual-account-opening/hk-account-eligibility","content","","radio","valid visa label more than 3 months: no","wechat","zh_cn","application","general","","","","debit cards","","","wechat:dual account opening:hk account eligibility","dual account opening","hk account eligibility","dual account opening","","Step 7 - hk account eligibility checking","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"/dual-account-opening/hk-account-eligibility","content","","checkbox","agree t&c and contact","wechat","zh_cn","application","general","","","","debit cards","","","wechat:dual account opening:hk account eligibility","dual account opening","hk account eligibility","dual account opening","","Step 7 - hk account eligibility checking","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"/dual-account-opening/hk-account-eligibility","content","","radio","valid entry-exit permit more than 3 months: yes","wechat","zh_cn","application","general","","","","debit cards","","","wechat:dual account opening:hk account eligibility","dual account opening","hk account eligibility","dual account opening","","Step 7 - hk account eligibility checking","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"/dual-account-opening/hk-account-eligibility","content","","checkbox","agree t&c and contact","wechat","zh_cn","application","general","","","","debit cards","","","wechat:dual account opening:hk account eligibility","dual account opening","hk account eligibility","dual account opening","","Step 7 - hk account eligibility checking","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"/dual-account-opening/hk-account-eligibility","content","","radio","valid visa label more than 3 months: yes","wechat","zh_cn","application","general","","","","debit cards","","","wechat:dual account opening:hk account eligibility","dual account opening","hk account eligibility","dual account opening","","Step 7 - hk account eligibility checking","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"/dual-account-opening/hk-account-eligibility","content","","checkbox","agree t&c","wechat","zh_cn","application","general","","","","debit cards","","","wechat:dual account opening:hk account eligibility","dual account opening","hk account eligibility","dual account opening","","Step 7 - hk account eligibility checking","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"/dual-account-opening/hk-account-eligibility","content","","button","continue the application","wechat","zh_cn","application","general","","","","debit cards","","","wechat:dual account opening:hk account eligibility","dual account opening","hk account eligibility","dual account opening","8","Step 8 - hk account opening step overview","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"/dual-account-opening/cn-appointment-booking","","","","","wechat","zh_cn","application","general","","","","debit cards","","","wechat:dual account opening:cn appointment booking","dual account opening","cn appointment booking","dual account opening","9","Step 9 - cn account opening appointment booking","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"/dual-account-opening/hk-account-usage","","","","","wechat","zh_cn","application","general","","","","debit cards","","","wechat:dual account opening:hk account usage","dual account opening","hk account usage","dual account opening","10","Step 10 - hk account usage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"/dual-account-opening/hk-account-usage","content","","checkbox","remuneration purpose","wechat","zh_cn","application","general","","","","debit cards","","","wechat:dual account opening:hk account usage","dual account opening","hk account usage","dual account opening","","Step 10 - hk account usage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"/dual-account-opening/hk-account-usage","content","","checkbox","family account purpose","wechat","zh_cn","application","general","","","","debit cards","","","wechat:dual account opening:hk account usage","dual account opening","hk account usage","dual account opening","","Step 10 - hk account usage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"/dual-account-opening/hk-account-usage","content","","checkbox","deposit purpose","wechat","zh_cn","application","general","","","","debit cards","","","wechat:dual account opening:hk account usage","dual account opening","hk account usage","dual account opening","","Step 10 - hk account usage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"/dual-account-opening/hk-account-usage","content","","checkbox","other purpose","wechat","zh_cn","application","general","","","","debit cards","","","wechat:dual account opening:hk account usage","dual account opening","hk account usage","dual account opening","","Step 10 - hk account usage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"/dual-account-opening/hk-account-usage/atm-pin","","","","","wechat","zh_cn","application","general","","","","debit cards","","","wechat:dual account opening:hk account usage:atm pin","dual account opening","hk account usage","dual account opening","11","Step 11- card delivery preferences","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"/cat-i-account-opening/name-and-phone","","","","","wechat","zh_cn","application","general","","","","","","","wechat:cat i account opening:name and phone","cat i account opening","name and phone","","2","2 - name and phone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"/cat-i-account-opening/step-overview","","","","","wechat","zh_cn","application","general","","","","debit cards","","","wechat:cat i account opening:step overview","dual account opening","step overview","wechat:cat i account opening","2","","","","{internal reference}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"/dual-account-opening/lead-in","","","","","wechat","zh_cn","application","general","","","","debit cards","","","wechat:dual account opening:lead in","dual account opening","lead in","dual account opening","","welcome","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"/dual-account-opening/lead-in","content","","radio","international service: Yes","wechat","zh_cn","application","general","","","","debit cards","","","wechat:dual account opening:lead in","dual account opening","lead in","dual account opening","","welcome","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"/dual-account-opening/personal-details","","","","","wechat","zh_cn","application","general","","","","debit cards","","","wechat:dual account opening:personal details","dual account opening","personal details","dual account opening","2","Step 2 - personal details","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"/dual-account-opening/contact-details","","","","","wechat","zh_cn","application","general","","","","debit cards","","","wechat:dual account opening:contact details","dual account opening","contact details","dual account opening","3","Step 3 - contact details","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"/dual-account-opening/employment-details","","","","","wechat","zh_cn","application","general","","","","debit cards","","","wechat:dual account opening:employment details","dual account opening","employment details","dual account opening","4","Step 4 -employment details","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"/dual-account-opening/employment-details","content","","dropdown","ocupation: general_staff","wechat","zh_cn","application","general","","","","debit cards","","","wechat:dual account opening:employment details","dual account opening","employment details","dual account opening","","Step 4 -employment details","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"/dual-account-opening/employment-details","content","","dropdown","country of tax residency: cn","wechat","zh_cn","application","general","","","","debit cards","","","wechat:dual account opening:employment details","dual account opening","employment details","dual account opening","","Step 4 -employment details","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"/dual-account-opening/cn-account-usage","","","","","wechat","zh_cn","application","general","","","","debit cards","","","wechat:dual account opening:cn account usage","dual account opening","cn account usage","dual account opening","5","Step 5 - cn account usage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"/dual-account-opening/cn-account-usage","content","","radio","deposit contributers: no","wechat","zh_cn","application","general","","","","debit cards","","","wechat:dual account opening:cn account usage","dual account opening","cn account usage","dual account opening","","Step 5 - cn account usage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"/dual-account-opening/terms-and-conditions","","","","","wechat","zh_cn","application","general","","","","debit cards","","","wechat:dual account opening:terms and conditions","dual account opening","terms and conditions","dual account opening","6","Step 6 - terms and conditions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"/dual-account-opening/terms-and-conditions","content","","radio","mailing address: home","wechat","zh_cn","application","general","","","","debit cards","","","wechat:dual account opening:terms and conditions","dual account opening","terms and conditions","dual account opening","","Step 6 - terms and conditions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"/dual-account-opening/hk-account-eligibility","","","","","wechat","zh_cn","application","general","","","","debit cards","","","wechat:dual account opening:hk account eligibility","dual account opening","hk account eligibility","dual account opening","7","Step 7 - hk account eligibility checking","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"/dual-account-opening/hk-account-eligibility","content","","radio","valid entry-exit permit more than 3 months: yes","wechat","zh_cn","application","general","","","","debit cards","","","wechat:dual account opening:hk account eligibility","dual account opening","hk account eligibility","dual account opening","","Step 7 - hk account eligibility checking","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"/dual-account-opening/hk-account-eligibility","content","","radio","valid visa label more than 3 months: yes","wechat","zh_cn","application","general","","","","debit cards","","","wechat:dual account opening:hk account eligibility","dual account opening","hk account eligibility","dual account opening","","Step 7 - hk account eligibility checking","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"/dual-account-opening/hk-account-eligibility","content","","checkbox","agree t&c","wechat","zh_cn","application","general","","","","debit cards","","","wechat:dual account opening:hk account eligibility","dual account opening","hk account eligibility","dual account opening","","Step 7 - hk account eligibility checking","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"/dual-account-opening/hk-account-eligibility","content","","button","continue the application","wechat","zh_cn","application","general","","","","debit cards","","","wechat:dual account opening:hk account eligibility","dual account opening","hk account eligibility","dual account opening","8","Step 8 - hk account opening step overview","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"/dual-account-opening/cn-appointment-booking","","","","","wechat","zh_cn","application","general","","","","debit cards","","","wechat:dual account opening:cn appointment booking","dual account opening","cn appointment booking","dual account opening","9","Step 9 - cn account opening appointment booking","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"/dual-account-opening/hk-account-usage","","","","","wechat","zh_cn","application","general","","","","debit cards","","","wechat:dual account opening:hk account usage","dual account opening","hk account usage","dual account opening","10","Step 10 - hk account usage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"/dual-account-opening/hk-account-usage/atm-pin","","","","","wechat","zh_cn","application","general","","","","debit cards","","","wechat:dual account opening:hk account usage:atm pin","dual account opening","hk account usage","dual account opening","11","Step 11- card delivery preferences","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"/dual-account-opening/hk-account-usage/atm-pin","content","","checkbox","marketing preferences: email","wechat","zh_cn","application","general","","","","debit cards","","","wechat:dual account opening:hk account usage:atm pin","dual account opening","hk account usage","dual account opening","","Step 11- card delivery preferences","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"/dual-account-opening/hk-account-usage/atm-pin","content","","checkbox","marketing preferences: mail","wechat","zh_cn","application","general","","","","debit cards","","","wechat:dual account opening:hk account usage:atm pin","dual account opening","hk account usage","dual account opening","","Step 11- card delivery preferences","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"/dual-account-opening/hk-account-usage/atm-pin","content","","checkbox","marketing preferences: sms","wechat","zh_cn","application","general","","","","debit cards","","","wechat:dual account opening:hk account usage:atm pin","dual account opening","hk account usage","dual account opening","","Step 11- card delivery preferences","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"/dual-account-opening/hk-account-usage/atm-pin","content","","checkbox","marketing preferences: phone","wechat","zh_cn","application","general","","","","debit cards","","","wechat:dual account opening:hk account usage:atm pin","dual account opening","hk account usage","dual account opening","","Step 11- card delivery preferences","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
